gene,gene_display,gene_symbol,gene_label,importance_mean,importance_std
217860_at,NDUFA10 (217860_at),NDUFA10,NDUFA10,0.0,0.0
217841_s_at,PPME1 (217841_s_at),PPME1,PPME1,0.0,0.0
217840_at,DDX41 (217840_at),DDX41,DDX41,0.0,0.0
217817_at,ARPC4 (217817_at),ARPC4,ARPC4,0.0,0.0
217815_at,SUPT16H (217815_at),SUPT16H,SUPT16H,0.0,0.0
217814_at,CCDC47 (217814_at),CCDC47,CCDC47,0.0,0.0
217795_s_at,TMEM43 (217795_s_at),TMEM43,TMEM43,0.0,0.0
217786_at,PRMT5 (217786_at),PRMT5,PRMT5,0.0,0.0
217782_s_at,GPS1 (217782_s_at),GPS1,GPS1,0.0,0.0
217773_s_at,NDUFA4 (217773_s_at),NDUFA4,NDUFA4,0.0,0.0
217766_s_at,TMEM50A (217766_s_at),TMEM50A,TMEM50A,0.0,0.0
217738_at,NAMPT (217738_at),NAMPT,NAMPT,0.0,0.0
217733_s_at,TMSB10 (217733_s_at),TMSB10,TMSB10,0.0,0.0
217727_x_at,VPS35 (217727_x_at),VPS35,VPS35,0.0,0.0
217720_at,CHCHD2 (217720_at),CHCHD2,CHCHD2,0.0,0.0
217717_s_at,YWHAB (217717_s_at),YWHAB,YWHAB,0.0,0.0
217713_x_at,217713_x_at,,217713_x_at,0.0,0.0
217679_x_at,217679_x_at,,217679_x_at,0.0,0.0
217620_s_at,PIK3CB (217620_s_at),PIK3CB,PIK3CB,0.0,0.0
217576_x_at,SOS2 (217576_x_at),SOS2,SOS2,0.0,0.0
219319_at,HIF3A (219319_at),HIF3A,HIF3A,0.0,0.0
219343_at,CDC37L1 (219343_at),CDC37L1,CDC37L1,0.0,0.0
222809_x_at,CCDC85C (222809_x_at),CCDC85C,CCDC85C,0.0,0.0
221903_s_at,CYLD (221903_s_at),CYLD,CYLD,0.0,0.0
222339_x_at,222339_x_at,,222339_x_at,0.0,0.0
222313_at,222313_at,,222313_at,0.0,0.0
222310_at,SCAF4 (222310_at),SCAF4,SCAF4,0.0,0.0
222298_at,222298_at,,222298_at,0.0,0.0
222282_at,222282_at,,222282_at,0.0,0.0
222264_at,HNRNPUL2 (222264_at),HNRNPUL2,HNRNPUL2,0.0,0.0
222160_at,AKAP8L (222160_at),AKAP8L,AKAP8L,0.0,0.0
222132_s_at,AGK (222132_s_at),AGK,AGK,0.0,0.0
222125_s_at,P4HTM (222125_s_at),P4HTM,P4HTM,0.0,0.0
222064_s_at,AARSD1|PTGES3L|PTGES3L-AARSD1 (222064_s_at),AARSD1|PTGES3L|PTGES3L-AARSD1,AARSD1|PTGES3L|PTGES3L-AARSD1,0.0,0.0
222005_s_at,GNG3 (222005_s_at),GNG3,GNG3,0.0,0.0
221923_s_at,NPM1 (221923_s_at),NPM1,NPM1,0.0,0.0
221908_at,RNFT2 (221908_at),RNFT2,RNFT2,0.0,0.0
221899_at,N4BP2L2 (221899_at),N4BP2L2,N4BP2L2,0.0,0.0
219365_s_at,CAMKV (219365_s_at),CAMKV,CAMKV,0.0,0.0
221893_s_at,ADCK2 (221893_s_at),ADCK2,ADCK2,0.0,0.0
221853_s_at,LOC101060373|NOMO1|NOMO2|NOMO3 (221853_s_at),LOC101060373|NOMO1|NOMO2|NOMO3,LOC101060373|NOMO1|NOMO2|NOMO3,0.0,0.0
221831_at,LUZP1 (221831_at),LUZP1,LUZP1,0.0,0.0
221829_s_at,TNPO1 (221829_s_at),TNPO1,TNPO1,0.0,0.0
221797_at,OXLD1 (221797_at),OXLD1,OXLD1,0.0,0.0
221792_at,RAB6B (221792_at),RAB6B,RAB6B,0.0,0.0
221772_s_at,PPP2R2D (221772_s_at),PPP2R2D,PPP2R2D,0.0,0.0
221620_s_at,APOO (221620_s_at),APOO,APOO,0.0,0.0
221598_s_at,MED27 (221598_s_at),MED27,MED27,0.0,0.0
221562_s_at,SIRT3 (221562_s_at),SIRT3,SIRT3,0.0,0.0
221515_s_at,LCMT1 (221515_s_at),LCMT1,LCMT1,0.0,0.0
221504_s_at,ATP6V1H (221504_s_at),ATP6V1H,ATP6V1H,0.0,0.0
221495_s_at,TCF25 (221495_s_at),TCF25,TCF25,0.0,0.0
222358_x_at,222358_x_at,,222358_x_at,0.0,0.0
222364_at,SLC44A1 (222364_at),SLC44A1,SLC44A1,0.0,0.0
222372_at,MAGI1 (222372_at),MAGI1,MAGI1,0.0,0.0
222378_at,222378_at,,222378_at,0.0,0.0
222796_at,ATP5J2-PTCD1|PTCD1 (222796_at),ATP5J2-PTCD1|PTCD1,ATP5J2-PTCD1|PTCD1,0.0,0.0
222785_x_at,C11orf1 (222785_x_at),C11orf1,C11orf1,0.0,0.0
222780_s_at,BAALC (222780_s_at),BAALC,BAALC,0.0,0.0
222759_at,SUV420H1 (222759_at),SUV420H1,SUV420H1,0.0,0.0
222750_s_at,SRD5A3 (222750_s_at),SRD5A3,SRD5A3,0.0,0.0
222633_at,TBL1XR1 (222633_at),TBL1XR1,TBL1XR1,0.0,0.0
222621_at,DNAJC1 (222621_at),DNAJC1,DNAJC1,0.0,0.0
222620_s_at,DNAJC1 (222620_s_at),DNAJC1,DNAJC1,0.0,0.0
222614_at,222614_at,,222614_at,0.0,0.0
222609_s_at,EXOSC1 (222609_s_at),EXOSC1,EXOSC1,0.0,0.0
222606_at,ZWILCH (222606_at),ZWILCH,ZWILCH,0.0,0.0
222594_s_at,SPATS2 (222594_s_at),SPATS2,SPATS2,0.0,0.0
222558_at,RPRD1A (222558_at),RPRD1A,RPRD1A,0.0,0.0
222548_s_at,MAP4K4 (222548_s_at),MAP4K4,MAP4K4,0.0,0.0
222530_s_at,MKKS (222530_s_at),MKKS,MKKS,0.0,0.0
222514_at,RRAGC (222514_at),RRAGC,RRAGC,0.0,0.0
222513_s_at,SORBS1 (222513_s_at),SORBS1,SORBS1,0.0,0.0
222474_s_at,TOMM22 (222474_s_at),TOMM22,TOMM22,0.0,0.0
222469_s_at,TOLLIP (222469_s_at),TOLLIP,TOLLIP,0.0,0.0
222430_s_at,YTHDF2 (222430_s_at),YTHDF2,YTHDF2,0.0,0.0
222425_s_at,POLDIP2 (222425_s_at),POLDIP2,POLDIP2,0.0,0.0
222423_at,NDFIP1 (222423_at),NDFIP1,NDFIP1,0.0,0.0
222418_s_at,TMEM43 (222418_s_at),TMEM43,TMEM43,0.0,0.0
222409_at,CORO1C (222409_at),CORO1C,CORO1C,0.0,0.0
222396_at,HN1 (222396_at),HN1,HN1,0.0,0.0
222395_s_at,UBE2Z (222395_s_at),UBE2Z,UBE2Z,0.0,0.0
222380_s_at,PDCD6 (222380_s_at),PDCD6,PDCD6,0.0,0.0
221494_x_at,EIF3K (221494_x_at),EIF3K,EIF3K,0.0,0.0
221488_s_at,CUTA (221488_s_at),CUTA,CUTA,0.0,0.0
221476_s_at,RPL15 (221476_s_at),RPL15,RPL15,0.0,0.0
220316_at,NPAS3 (220316_at),NPAS3,NPAS3,0.0,0.0
220260_at,TBC1D19 (220260_at),TBC1D19,TBC1D19,0.0,0.0
220183_s_at,NUDT6 (220183_s_at),NUDT6,NUDT6,0.0,0.0
220155_s_at,BRD9 (220155_s_at),BRD9,BRD9,0.0,0.0
220113_x_at,POLR1B (220113_x_at),POLR1B,POLR1B,0.0,0.0
220081_x_at,HSD17B7 (220081_x_at),HSD17B7,HSD17B7,0.0,0.0
220072_at,CSPP1 (220072_at),CSPP1,CSPP1,0.0,0.0
220071_x_at,HAUS2 (220071_x_at),HAUS2,HAUS2,0.0,0.0
220040_x_at,ZC4H2 (220040_x_at),ZC4H2,ZC4H2,0.0,0.0
219961_s_at,KIZ (219961_s_at),KIZ,KIZ,0.0,0.0
219945_at,DDX25 (219945_at),DDX25,DDX25,0.0,0.0
219896_at,CALY (219896_at),CALY,CALY,0.0,0.0
219862_s_at,NARF (219862_s_at),NARF,NARF,0.0,0.0
219833_s_at,EFHC1 (219833_s_at),EFHC1,EFHC1,0.0,0.0
219778_at,ZFPM2 (219778_at),ZFPM2,ZFPM2,0.0,0.0
219665_at,NUDT18 (219665_at),NUDT18,NUDT18,0.0,0.0
219660_s_at,ATP8A2 (219660_s_at),ATP8A2,ATP8A2,0.0,0.0
219659_at,ATP8A2 (219659_at),ATP8A2,ATP8A2,0.0,0.0
219575_s_at,COG8|PDF (219575_s_at),COG8|PDF,COG8|PDF,0.0,0.0
219549_s_at,RTN3 (219549_s_at),RTN3,RTN3,0.0,0.0
219543_at,PBLD (219543_at),PBLD,PBLD,0.0,0.0
219463_at,LAMP5 (219463_at),LAMP5,LAMP5,0.0,0.0
219445_at,GLTSCR1 (219445_at),GLTSCR1,GLTSCR1,0.0,0.0
219425_at,SULT4A1 (219425_at),SULT4A1,SULT4A1,0.0,0.0
219408_at,PRMT7 (219408_at),PRMT7,PRMT7,0.0,0.0
219406_at,C1orf50 (219406_at),C1orf50,C1orf50,0.0,0.0
219392_x_at,PRR11 (219392_x_at),PRR11,PRR11,0.0,0.0
219375_at,CEPT1 (219375_at),CEPT1,CEPT1,0.0,0.0
220261_s_at,ZDHHC4 (220261_s_at),ZDHHC4,ZDHHC4,0.0,0.0
220329_s_at,RMND1 (220329_s_at),RMND1,RMND1,0.0,0.0
221449_s_at,ITFG1 (221449_s_at),ITFG1,ITFG1,0.0,0.0
220370_s_at,USP36 (220370_s_at),USP36,USP36,0.0,0.0
221432_s_at,SLC25A28 (221432_s_at),SLC25A28,SLC25A28,0.0,0.0
221263_s_at,SF3B5 (221263_s_at),SF3B5,SF3B5,0.0,0.0
221260_s_at,CSRNP2 (221260_s_at),CSRNP2,CSRNP2,0.0,0.0
221155_x_at,221155_x_at,,221155_x_at,0.0,0.0
221062_at,HS3ST3B1 (221062_at),HS3ST3B1,HS3ST3B1,0.0,0.0
220999_s_at,CYFIP2 (220999_s_at),CYFIP2,CYFIP2,0.0,0.0
220979_s_at,ST6GALNAC5 (220979_s_at),ST6GALNAC5,ST6GALNAC5,0.0,0.0
220966_x_at,ARPC5L (220966_x_at),ARPC5L,ARPC5L,0.0,0.0
220948_s_at,ATP1A1 (220948_s_at),ATP1A1,ATP1A1,0.0,0.0
220942_x_at,FAM162A (220942_x_at),FAM162A,FAM162A,0.0,0.0
220864_s_at,NDUFA13 (220864_s_at),NDUFA13,NDUFA13,0.0,0.0
220796_x_at,SLC35E1 (220796_x_at),SLC35E1,SLC35E1,0.0,0.0
220744_s_at,IFT122|LOC101927266 (220744_s_at),IFT122|LOC101927266,IFT122|LOC101927266,0.0,0.0
220720_x_at,MZT2B (220720_x_at),MZT2B,MZT2B,0.0,0.0
220690_s_at,DHRS7B (220690_s_at),DHRS7B,DHRS7B,0.0,0.0
220688_s_at,MRTO4 (220688_s_at),MRTO4,MRTO4,0.0,0.0
220668_s_at,DNMT3B (220668_s_at),DNMT3B,DNMT3B,0.0,0.0
220642_x_at,GPR89A|GPR89B (220642_x_at),GPR89A|GPR89B,GPR89A|GPR89B,0.0,0.0
220617_s_at,ZNF532 (220617_s_at),ZNF532,ZNF532,0.0,0.0
220615_s_at,FAR2 (220615_s_at),FAR2,FAR2,0.0,0.0
220609_at,LOC202181 (220609_at),LOC202181,LOC202181,0.0,0.0
220578_at,ADAMTSL4 (220578_at),ADAMTSL4,ADAMTSL4,0.0,0.0
220572_at,LOC100506282 (220572_at),LOC100506282,LOC100506282,0.0,0.0
220488_s_at,BCAS3 (220488_s_at),BCAS3,BCAS3,0.0,0.0
220467_at,220467_at,,220467_at,0.0,0.0
220459_at,MCM3AP-AS1 (220459_at),MCM3AP-AS1,MCM3AP-AS1,0.0,0.0
220419_s_at,USP25 (220419_s_at),USP25,USP25,0.0,0.0
228763_at,MDP1|NEDD8-MDP1 (228763_at),MDP1|NEDD8-MDP1,MDP1|NEDD8-MDP1,0.0,0.0
228774_at,CEP78 (228774_at),CEP78,CEP78,0.0,0.0
228775_at,EMC3 (228775_at),EMC3,EMC3,0.0,0.0
240521_at,240521_at,,240521_at,0.0,0.0
241215_at,241215_at,,241215_at,0.0,0.0
241036_at,241036_at,,241036_at,0.0,0.0
241008_at,241008_at,,241008_at,0.0,0.0
240971_x_at,240971_x_at,,240971_x_at,0.0,0.0
240857_at,DNAH9 (240857_at),DNAH9,DNAH9,0.0,0.0
240830_at,SCARNA17 (240830_at),SCARNA17,SCARNA17,0.0,0.0
240765_at,240765_at,,240765_at,0.0,0.0
240733_at,240733_at,,240733_at,0.0,0.0
240723_at,240723_at,,240723_at,0.0,0.0
240636_at,240636_at,,240636_at,0.0,0.0
240606_at,240606_at,,240606_at,0.0,0.0
240554_at,AKAP8L (240554_at),AKAP8L,AKAP8L,0.0,0.0
240544_at,240544_at,,240544_at,0.0,0.0
240503_at,240503_at,,240503_at,0.0,0.0
242320_at,242320_at,,242320_at,0.0,0.0
240502_at,240502_at,,240502_at,0.0,0.0
240478_at,240478_at,,240478_at,0.0,0.0
240461_at,240461_at,,240461_at,0.0,0.0
240451_at,240451_at,,240451_at,0.0,0.0
240399_at,240399_at,,240399_at,0.0,0.0
240246_at,LOC642236 (240246_at),LOC642236,LOC642236,0.0,0.0
240231_at,240231_at,,240231_at,0.0,0.0
240230_s_at,AGAP9 (240230_s_at),AGAP9,AGAP9,0.0,0.0
240186_at,240186_at,,240186_at,0.0,0.0
240180_at,240180_at,,240180_at,0.0,0.0
240139_at,240139_at,,240139_at,0.0,0.0
240112_at,240112_at,,240112_at,0.0,0.0
240052_at,ITPR1 (240052_at),ITPR1,ITPR1,0.0,0.0
241216_at,241216_at,,241216_at,0.0,0.0
241223_x_at,241223_x_at,,241223_x_at,0.0,0.0
241226_at,241226_at,,241226_at,0.0,0.0
241228_at,241228_at,,241228_at,0.0,0.0
242299_at,242299_at,,242299_at,0.0,0.0
242287_at,CLIP1 (242287_at),CLIP1,CLIP1,0.0,0.0
242264_at,242264_at,,242264_at,0.0,0.0
242239_at,NSUN6 (242239_at),NSUN6,NSUN6,0.0,0.0
242195_x_at,NUMBL (242195_x_at),NUMBL,NUMBL,0.0,0.0
242052_at,242052_at,,242052_at,0.0,0.0
242040_at,GCNT7 (242040_at),GCNT7,GCNT7,0.0,0.0
242014_at,242014_at,,242014_at,0.0,0.0
241993_x_at,241993_x_at,,241993_x_at,0.0,0.0
241954_at,FDFT1 (241954_at),FDFT1,FDFT1,0.0,0.0
241893_at,241893_at,,241893_at,0.0,0.0
241837_at,241837_at,,241837_at,0.0,0.0
241818_at,241818_at,,241818_at,0.0,0.0
241798_at,241798_at,,241798_at,0.0,0.0
241786_at,241786_at,,241786_at,0.0,0.0
241769_at,241769_at,,241769_at,0.0,0.0
241762_at,FBXO32 (241762_at),FBXO32,FBXO32,0.0,0.0
241745_at,LOC100507557 (241745_at),LOC100507557,LOC100507557,0.0,0.0
241686_x_at,241686_x_at,,241686_x_at,0.0,0.0
241681_at,241681_at,,241681_at,0.0,0.0
241627_x_at,ARHGEF40 (241627_x_at),ARHGEF40,ARHGEF40,0.0,0.0
241613_at,241613_at,,241613_at,0.0,0.0
241588_at,241588_at,,241588_at,0.0,0.0
241457_at,241457_at,,241457_at,0.0,0.0
241391_at,241391_at,,241391_at,0.0,0.0
241387_at,241387_at,,241387_at,0.0,0.0
241368_at,PLIN5 (241368_at),PLIN5,PLIN5,0.0,0.0
240038_at,240038_at,,240038_at,0.0,0.0
240018_at,240018_at,,240018_at,0.0,0.0
240005_at,LARP4B (240005_at),LARP4B,LARP4B,0.0,0.0
238883_at,238883_at,,238883_at,0.0,0.0
238836_at,238836_at,,238836_at,0.0,0.0
238786_at,ANK3 (238786_at),ANK3,ANK3,0.0,0.0
238769_at,238769_at,,238769_at,0.0,0.0
238747_at,CACNA1E (238747_at),CACNA1E,CACNA1E,0.0,0.0
238718_at,238718_at,,238718_at,0.0,0.0
238716_at,LOC100506990 (238716_at),LOC100506990,LOC100506990,0.0,0.0
238715_at,LOC646014 (238715_at),LOC646014,LOC646014,0.0,0.0
238658_at,238658_at,,238658_at,0.0,0.0
238651_at,238651_at,,238651_at,0.0,0.0
238642_at,ANKRD13D (238642_at),ANKRD13D,ANKRD13D,0.0,0.0
238622_at,RAP2B (238622_at),RAP2B,RAP2B,0.0,0.0
238595_at,238595_at,,238595_at,0.0,0.0
238584_at,IQCA1 (238584_at),IQCA1,IQCA1,0.0,0.0
238573_at,OTUD7B (238573_at),OTUD7B,OTUD7B,0.0,0.0
238567_at,SGPP2 (238567_at),SGPP2,SGPP2,0.0,0.0
238560_at,CALCOCO2 (238560_at),CALCOCO2,CALCOCO2,0.0,0.0
238558_at,238558_at,,238558_at,0.0,0.0
238468_at,TNRC6B (238468_at),TNRC6B,TNRC6B,0.0,0.0
238430_x_at,SLFN5 (238430_x_at),SLFN5,SLFN5,0.0,0.0
238417_at,PGM2L1 (238417_at),PGM2L1,PGM2L1,0.0,0.0
238354_x_at,238354_x_at,,238354_x_at,0.0,0.0
238350_at,UBN2 (238350_at),UBN2,UBN2,0.0,0.0
238277_at,238277_at,,238277_at,0.0,0.0
238199_x_at,COX3|LOC101929612 (238199_x_at),COX3|LOC101929612,COX3|LOC101929612,0.0,0.0
238078_at,SEC22A (238078_at),SEC22A,SEC22A,0.0,0.0
238058_at,PRR34-AS1 (238058_at),PRR34-AS1,PRR34-AS1,0.0,0.0
238049_at,GRAMD3 (238049_at),GRAMD3,GRAMD3,0.0,0.0
238851_at,ANKRD13A (238851_at),ANKRD13A,ANKRD13A,0.0,0.0
238890_at,BRWD1 (238890_at),BRWD1,BRWD1,0.0,0.0
239978_at,239978_at,,239978_at,0.0,0.0
239035_at,MTHFR (239035_at),MTHFR,MTHFR,0.0,0.0
239901_at,239901_at,,239901_at,0.0,0.0
239889_at,SERP2 (239889_at),SERP2,SERP2,0.0,0.0
239886_at,239886_at,,239886_at,0.0,0.0
239866_at,239866_at,,239866_at,0.0,0.0
239832_at,239832_at,,239832_at,0.0,0.0
239831_at,TMEM106C (239831_at),TMEM106C,TMEM106C,0.0,0.0
239826_at,239826_at,,239826_at,0.0,0.0
239811_at,239811_at,,239811_at,0.0,0.0
239808_at,239808_at,,239808_at,0.0,0.0
239748_x_at,OCIAD1 (239748_x_at),OCIAD1,OCIAD1,0.0,0.0
239661_at,239661_at,,239661_at,0.0,0.0
239649_at,239649_at,,239649_at,0.0,0.0
239629_at,239629_at,,239629_at,0.0,0.0
239603_x_at,239603_x_at,,239603_x_at,0.0,0.0
239597_at,239597_at,,239597_at,0.0,0.0
239559_at,239559_at,,239559_at,0.0,0.0
239497_at,239497_at,,239497_at,0.0,0.0
239474_at,239474_at,,239474_at,0.0,0.0
239449_at,239449_at,,239449_at,0.0,0.0
239409_at,239409_at,,239409_at,0.0,0.0
239311_at,239311_at,,239311_at,0.0,0.0
239179_at,239179_at,,239179_at,0.0,0.0
239167_at,239167_at,,239167_at,0.0,0.0
239121_at,239121_at,,239121_at,0.0,0.0
239102_s_at,239102_s_at,,239102_s_at,0.0,0.0
239096_at,239096_at,,239096_at,0.0,0.0
239071_at,RBBP4 (239071_at),RBBP4,RBBP4,0.0,0.0
242319_at,DGKG (242319_at),DGKG,DGKG,0.0,0.0
242325_at,YWHAH (242325_at),YWHAH,YWHAH,0.0,0.0
238009_at,SOX5 (238009_at),SOX5,SOX5,0.0,0.0
244334_at,TRAM1L1 (244334_at),TRAM1L1,TRAM1L1,0.0,0.0
244709_at,AMER3 (244709_at),AMER3,AMER3,0.0,0.0
244697_at,244697_at,,244697_at,0.0,0.0
244669_at,SNORD50A|SNORD50B (244669_at),SNORD50A|SNORD50B,SNORD50A|SNORD50B,0.0,0.0
244646_at,244646_at,,244646_at,0.0,0.0
244622_at,BRWD1 (244622_at),BRWD1,BRWD1,0.0,0.0
244610_x_at,244610_x_at,,244610_x_at,0.0,0.0
244530_at,244530_at,,244530_at,0.0,0.0
244508_at,SEPT7 (244508_at),SEPT7,SEPT7,0.0,0.0
244433_at,244433_at,,244433_at,0.0,0.0
244414_at,244414_at,,244414_at,0.0,0.0
244357_at,244357_at,,244357_at,0.0,0.0
244350_at,MYO10 (244350_at),MYO10,MYO10,0.0,0.0
244341_at,244341_at,,244341_at,0.0,0.0
244300_at,244300_at,,244300_at,0.0,0.0
242337_at,242337_at,,242337_at,0.0,0.0
244292_at,244292_at,,244292_at,0.0,0.0
244197_x_at,244197_x_at,,244197_x_at,0.0,0.0
244194_at,ADAM22 (244194_at),ADAM22,ADAM22,0.0,0.0
244045_at,244045_at,,244045_at,0.0,0.0
244040_at,KCNN3 (244040_at),KCNN3,KCNN3,0.0,0.0
244007_at,ZNF462 (244007_at),ZNF462,ZNF462,0.0,0.0
243_g_at,MAP4 (243_g_at),MAP4,MAP4,0.0,0.0
243993_at,243993_at,,243993_at,0.0,0.0
243988_at,243988_at,,243988_at,0.0,0.0
243915_at,243915_at,,243915_at,0.0,0.0
243830_at,243830_at,,243830_at,0.0,0.0
243827_at,243827_at,,243827_at,0.0,0.0
243768_at,243768_at,,243768_at,0.0,0.0
244753_at,244753_at,,244753_at,0.0,0.0
244766_at,BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7 (244766_at),BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7,BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7,0.0,0.0
244778_x_at,244778_x_at,,244778_x_at,0.0,0.0
244804_at,SQSTM1 (244804_at),SQSTM1,SQSTM1,0.0,0.0
AFFX-r2-Bs-dap-3_at,AFFX-r2-Bs-dap-3_at,,AFFX-r2-Bs-dap-3_at,0.0,0.0
AFFX-HUMGAPDH/M33197_M_at,GAPDH (AFFX-HUMGAPDH/M33197_M_at),GAPDH,GAPDH,0.0,0.0
AFFX-HUMGAPDH/M33197_5_at,GAPDH (AFFX-HUMGAPDH/M33197_5_at),GAPDH,GAPDH,0.0,0.0
AFFX-HUMGAPDH/M33197_3_at,GAPDH (AFFX-HUMGAPDH/M33197_3_at),GAPDH,GAPDH,0.0,0.0
AFFX-HSAC07/X00351_M_at,ACTB (AFFX-HSAC07/X00351_M_at),ACTB,ACTB,0.0,0.0
AFFX-HSAC07/X00351_3_at,ACTB (AFFX-HSAC07/X00351_3_at),ACTB,ACTB,0.0,0.0
AFFX-DapX-3_at,AFFX-DapX-3_at,,AFFX-DapX-3_at,0.0,0.0
63009_at,SHQ1 (63009_at),SHQ1,SHQ1,0.0,0.0
61874_at,CACFD1 (61874_at),CACFD1,CACFD1,0.0,0.0
58780_s_at,ARHGEF40 (58780_s_at),ARHGEF40,ARHGEF40,0.0,0.0
57082_at,LDLRAP1 (57082_at),LDLRAP1,LDLRAP1,0.0,0.0
52255_s_at,COL5A3 (52255_s_at),COL5A3,COL5A3,0.0,0.0
51192_at,SSH3 (51192_at),SSH3,SSH3,0.0,0.0
50221_at,TFEB (50221_at),TFEB,TFEB,0.0,0.0
49452_at,ACACB (49452_at),ACACB,ACACB,0.0,0.0
47608_at,TJAP1 (47608_at),TJAP1,TJAP1,0.0,0.0
43427_at,ACACB (43427_at),ACACB,ACACB,0.0,0.0
41387_r_at,KDM6B (41387_r_at),KDM6B,KDM6B,0.0,0.0
39313_at,WNK1 (39313_at),WNK1,WNK1,0.0,0.0
38398_at,MADD (38398_at),MADD,MADD,0.0,0.0
37796_at,LRCH4|SAP25 (37796_at),LRCH4|SAP25,LRCH4|SAP25,0.0,0.0
36907_at,MVK (36907_at),MVK,MVK,0.0,0.0
36711_at,MAFF (36711_at),MAFF,MAFF,0.0,0.0
35666_at,SEMA3F (35666_at),SEMA3F,SEMA3F,0.0,0.0
34225_at,MIR943|NELFA (34225_at),MIR943|NELFA,MIR943|NELFA,0.0,0.0
32099_at,SAFB2 (32099_at),SAFB2,SAFB2,0.0,0.0
31874_at,GAS2L1 (31874_at),GAS2L1,GAS2L1,0.0,0.0
243713_at,243713_at,,243713_at,0.0,0.0
243704_at,GPATCH2 (243704_at),GPATCH2,GPATCH2,0.0,0.0
243683_at,MORF4L2 (243683_at),MORF4L2,MORF4L2,0.0,0.0
242972_at,HCG18 (242972_at),HCG18,HCG18,0.0,0.0
242916_at,CNTRL (242916_at),CNTRL,CNTRL,0.0,0.0
242849_at,242849_at,,242849_at,0.0,0.0
242829_x_at,242829_x_at,,242829_x_at,0.0,0.0
242819_at,242819_at,,242819_at,0.0,0.0
242808_at,LOC101060510 (242808_at),LOC101060510,LOC101060510,0.0,0.0
242801_at,242801_at,,242801_at,0.0,0.0
242748_at,SREBF2 (242748_at),SREBF2,SREBF2,0.0,0.0
242732_at,242732_at,,242732_at,0.0,0.0
242712_x_at,RANBP2|RGPD1|RGPD2|RGPD3|RGPD4|RGPD5|RGPD6|RGPD8 (242712_x_at),RANBP2|RGPD1|RGPD2|RGPD3|RGPD4|RGPD5|RGPD6|RGPD8,RANBP2|RGPD1|RGPD2|RGPD3|RGPD4|RGPD5|RGPD6|RGPD8,0.0,0.0
242673_at,242673_at,,242673_at,0.0,0.0
242671_at,242671_at,,242671_at,0.0,0.0
242665_at,FMNL2 (242665_at),FMNL2,FMNL2,0.0,0.0
242646_at,242646_at,,242646_at,0.0,0.0
242611_at,242611_at,,242611_at,0.0,0.0
242609_x_at,242609_x_at,,242609_x_at,0.0,0.0
242608_x_at,FAM161B (242608_x_at),FAM161B,FAM161B,0.0,0.0
242579_at,BMPR1B (242579_at),BMPR1B,BMPR1B,0.0,0.0
242578_x_at,SLC22A3 (242578_x_at),SLC22A3,SLC22A3,0.0,0.0
242573_at,242573_at,,242573_at,0.0,0.0
242431_at,242431_at,,242431_at,0.0,0.0
242428_at,242428_at,,242428_at,0.0,0.0
242390_at,242390_at,,242390_at,0.0,0.0
242377_x_at,THUMPD3 (242377_x_at),THUMPD3,THUMPD3,0.0,0.0
242372_s_at,MFSD4 (242372_s_at),MFSD4,MFSD4,0.0,0.0
242369_x_at,242369_x_at,,242369_x_at,0.0,0.0
242366_at,242366_at,,242366_at,0.0,0.0
242357_x_at,242357_x_at,,242357_x_at,0.0,0.0
242920_at,242920_at,,242920_at,0.0,0.0
242990_at,242990_at,,242990_at,0.0,0.0
243648_at,ZBED6 (243648_at),ZBED6,ZBED6,0.0,0.0
243005_at,243005_at,,243005_at,0.0,0.0
243618_s_at,ZNF827 (243618_s_at),ZNF827,ZNF827,0.0,0.0
243593_s_at,243593_s_at,,243593_s_at,0.0,0.0
243578_at,243578_at,,243578_at,0.0,0.0
243561_at,243561_at,,243561_at,0.0,0.0
243498_at,243498_at,,243498_at,0.0,0.0
243496_at,RAB18 (243496_at),RAB18,RAB18,0.0,0.0
243442_x_at,243442_x_at,,243442_x_at,0.0,0.0
243431_at,243431_at,,243431_at,0.0,0.0
243414_at,243414_at,,243414_at,0.0,0.0
243398_at,243398_at,,243398_at,0.0,0.0
243361_at,SREK1 (243361_at),SREK1,SREK1,0.0,0.0
243350_at,243350_at,,243350_at,0.0,0.0
243329_at,243329_at,,243329_at,0.0,0.0
243305_at,243305_at,,243305_at,0.0,0.0
243300_at,243300_at,,243300_at,0.0,0.0
243256_at,MKNK1 (243256_at),MKNK1,MKNK1,0.0,0.0
243249_at,243249_at,,243249_at,0.0,0.0
243233_at,243233_at,,243233_at,0.0,0.0
243203_at,243203_at,,243203_at,0.0,0.0
243184_at,243184_at,,243184_at,0.0,0.0
243182_at,243182_at,,243182_at,0.0,0.0
